,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10,20000,6,216,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9255.179209855203,216.1291155962204,0.0,216,216,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,4627.589604975985,4627.589604975985,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,DNP3_Stealthy
11,20000,6,526,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,227792.3402850841,5694.808507127097,263.4507122195403,359.0841071500904,517,9,526,526.9014244390806,0.0,526,526,0,0.0,0.0,0,0,0,0,0,0,40,24,3796.5390047514015,1898.269502375696,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
12,80,6,16893,3,4,314,935,314,0,104.6666667,181.2879845,935,0,233.75,467.5,73935.9498,414.3728171,2815.5,6307.920188,15672,3,15967,7983.5,10873.18097,15672,295,16888,5629.333333,8961.831639,15965,20,0,0,0,0,72,92,177.5883502,236.7844669,0,935,156.125,333.3425683,111117.2679,0,0,1,1,0,0,0,1,1,178.4285714,104.6666667,233.75,0,0,0,0,0,0,3,314,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
13,20000,6,26855772,24,16,201,800,27,0,8.375,10.4665616629091,292,0,50.0,95.2330474852786,37.27318037710965,1.4894377773070815,688609.5442277809,1699298.443337,5016825,14,26855589,1167634.3093729515,2098322.512658417,5016825,287,26855732,1790382.1434675343,2398697.787257012,5017550,217,0,0,0,0,776,520,0.893662666384248,0.5957751109228316,0,292,24.4146341463415,62.4107264858198,3895.0987804878,2,2,0,22,39,0,0,0,0,25.025,8.375,50.0,0,0,0,826,12,9340,4,33,2,133,29200,227,10,32,1276603.7968370563,2552105.8032725384,5104762,460,5015148.23078757,1749.6283776079986,5016825,5012903,Benign
14,2638,6,15713138,5,0,17,0,17,0,3.5625865858799366,7.966185781756436,0,0,0.0,0.0,1.1325352401528397,0.3182066504385352,3928284.659326151,5098643.71326186,10708381,38,15713138,3928284.659326151,5098643.71326186,10708381,38,0,0.0,0.0,0,0,0,0,0,0,168,0,0.3182066504385352,0.0,0,17,2.9688221548999505,7.272099416574873,62.91108437829649,1,1,0,1,4,0,0,0,0,3.5625865858799366,3.5625865858799366,0.0,0,0,0,0,0,0,2,8,0,0,64240,0,1,32,304.8403168944748,0.0,304,304,7856416.898493854,4033286.856095032,10708381,5004452,Scanning
15,2638,6,15766509,5,0,29,0,29,0,5.930620819143442,13.26127130038022,0,0,0.0,0.0,1.883678868463485,0.3171293280594585,3941627.399144778,5121935.073342284,10760691,28,15766509,3941627.399144778,5121935.073342284,10760691,28,0,0.0,0.0,0,0,0,0,0,0,168,0,0.3171293280594585,0.0,0,29,4.94218401595287,12.10582905402353,223.52460978672136,1,1,0,1,4,0,0,0,0,5.930620819143442,5.930620819143442,0.0,0,0,0,0,0,0,2,14,0,0,64240,0,1,32,251.05164334479147,0.0,251,251,7883129.272467883,4069488.205162724,10760691,5005566,Scanning
16,20000,6,1644,4,0,517,0,517,0,129.25,258.5,0,0,0.0,0.0,314435.22583010164,2432.767704681636,548.0726837255484,721.6986569070084,1381,109,1644,548.0726837255484,721.6986569070084,1381,109,0,0.0,0.0,0,0,0,0,0,0,136,0,2432.767704681636,0.0,0,517,103.4,231.209428873478,53457.8,1,1,0,1,3,0,0,0,0,129.25,129.25,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Scanning
17,443,6,118303184,16,17,1065,5700,420,0,66.56511836051764,114.17351086428246,1430,0,335.31517172001134,522.8594694744056,57.187392985824175,0.2789443291534839,3696974.524090972,14400000.0,58900000,1,118000000,7886878.985643907,20600000.0,58900000,31,118000000,7384206.9977139775,20075083.57679989,59075083,1,0,0,0,0,332,352,0.1352457355975236,0.1436985943067961,0,1430,198.9823474384944,397.4374270623904,158009.17715630244,0,0,1,1,0,0,0,1,1,205.01211550404216,66.56511836051764,335.31517172001134,0,0,0,0,0,0,16,1065,17,5700,8192,180,8,20,444774.5646462717,408449.3006425143,733591,155957,58600000.0,384829.2269087127,58900000,58375083,RT
18,20000,6,13542684,19,17,166,812,27,0,8.537000186516787,10.904478147688389,292,0,46.92540275746308,92.04193200547796,72.7312477161958,2.7595686234326573,372574.7654426426,1081250.0302813847,4983345,12,13542515,736477.5948889792,1620594.415266701,4983345,132,13542646,823392.0789931549,1535277.3675835317,5031523,261,0,0,0,0,630,585,1.4550204215010232,1.3045482019316397,0,292,25.63847695980104,64.58327917473989,4177.25104638659,2,2,0,20,36,0,0,0,0,26.33272020608132,8.537000186516787,46.92540275746308,0,0,0,466,9,1648,4,43,4,208,29200,227,8,32,0.0,0.0,0,0,0.0,0.0,0,0,DNP3_Stealthy
19,80,6,117,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25630.66937540568,58.5278995982411,72.20380366148336,109,7,117,58.5278995982411,72.20380366148336,109,7,0,0.0,0.0,0,0,0,0,0,0,60,0,25630.66937540568,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,RA
20,53,17,20389,1,1,49,65,49,49,49.0,0.0,65,65,65.0,0.0,5591.250184,98.09210849,20389.0,0.0,20389,20389,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,49.04605424,49.04605424,49,65,54.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,81.5,49.0,65.0,0,0,0,0,0,0,1,49,1,65,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,RT
21,20000,6,278,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,430825.019162181,10770.625479054524,139.27889505774124,158.68826308081952,251,27,278,278.5577901154825,0.0,278,278,0,0.0,0.0,0,0,0,0,0,0,40,24,7180.416986036348,3590.208493018172,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
22,2638,6,13378624,5,0,97,0,97,0,19.428807956226617,43.444135311911495,0,0,0.0,0.0,7.32977062910622,0.3739725312287035,3344656.166629481,3684738.2853372223,6887509,189,13378624,3344656.166629481,3684738.2853372223,6887509,189,0,0.0,0.0,0,0,0,0,0,0,168,0,0.3739725312287035,0.0,0,97,16.190673296855486,39.65888816940106,1772.4034225081982,1,1,0,1,4,0,0,0,0,19.428807956226617,19.428807956226617,0.0,0,0,0,0,0,0,1,48,0,0,64240,0,1,32,12268.583459004118,0.0,12268,12268,6482432.647201106,572865.2173751285,6887509,6077355,Scanning
23,80,6,14976,3,4,288,935,288,0,96.0,166.2768775,935,0,233.75,467.5,81663.99573,467.4145299,2496.0,5568.601045,13843,3,14101,7050.5,9606.045622,13843,258,14973,4991.0,7900.662947,14101,16,0,0,0,0,72,92,200.3205128,267.0940171,0,935,152.875,331.7061684,110028.9821,0,0,1,1,0,0,0,1,1,174.7142857,96.0,233.75,0,0,0,0,0,0,3,288,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
24,20000,6,4750381,14,11,111,715,27,0,7.92857142857143,11.4452831111557,292,0,65.0,113.190105574648,173.8807601583538,5.262734871620886,197932.5758797457,941853.8643846586,4619378,34,4750217,365401.33351329976,1278267.93077295,4619378,302,4750332,475033.2821113904,1469792.743357726,4657896,280,0,0,0,0,456,360,2.947131528107691,2.3156033435131858,0,292,31.7692307692308,77.701123642999,6037.46461538462,2,2,0,12,24,0,0,0,0,33.04,7.92857142857143,65.0,0,0,0,826,12,9005,14,111,11,715,29200,227,5,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
25,80,6,188,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10617.419784017238,188.9548782052709,0.0,188,188,188,188.9548782052709,0.0,188,188,0,0.0,0.0,0,0,0,0,0,0,40,0,10617.419784017238,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2047,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,RA
26,80,6,57909796,188,104,55776,156832,670,0,299.69030120509,285.9881891257561,1691,0,1508.0085950935045,333.837915580881,3671.643441874585,5.058341871056139,199659.84722168217,382363.0626192776,1120408,16,57907753,313236.1489228372,440010.9746492552,1120408,363,57909777,562230.8517253036,474000.08458543353,1139920,32,0,0,0,0,3790,2092,3.262445239138752,1.795896631989229,0,1691,712.8750895208566,670.4826973571483,488468.027142725,0,0,1,1,0,0,0,1,0,715.2853213675647,299.69030120509,1508.0085950935045,0,0,0,0,0,0,188,55776,104,156832,8192,1266,101,20,0.0,0.0,0,0,0.0,0.0,0,0,RA
27,20000,6,264,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,454545.454545455,11363.6363636364,132.0,169.7983271957367,252,11,264,264.0,0.0,264,264,0,0.0,0.0,0,0,0,0,0,0,40,24,7575.75757575758,3787.87878787879,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
28,20000,6,276,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,433921.8358085064,10848.04589521266,138.27419920320034,161.6081223424905,252,24,276,276.5483984064007,0.0,276,276,0,0.0,0.0,0,0,0,0,0,0,40,24,7232.030596808434,3616.01529840422,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
29,20000,6,1284,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,94995.3901122512,2374.884752806275,642.0359356858419,891.9961502132196,1272,11,1284,1284.0718713716838,0.0,1284,1284,0,0.0,0.0,0,0,0,0,0,0,40,24,1583.2565018708535,791.6282509354268,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
30,20000,6,2760,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,44948.85549537992,1123.7213873845003,1380.039322724705,1929.151473695866,2744,15,2760,2760.07864544941,0.0,2760,2760,0,0.0,0.0,0,0,0,0,0,0,40,24,749.147591589666,374.5737957948332,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
31,53,17,32282,1,1,41,127,41,41,41.715727680402246,0.0,127,127,127.31471830412067,0.0,5236.455546560486,61.95356656503554,32282.45701916,0.0,32282,32282,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,30.976783286375635,30.976783286375635,41,127,70.24872455421362,49.42060027833131,2445.2744529740994,0,0,0,0,0,0,0,0,1,105.37308683246258,41.715727680402246,127.31471830412067,0,0,0,0,0,0,1,41,1,127,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,RT
32,53,17,13824,1,1,32,71,32,32,32.0,0.0,71,71,71.0,0.0,7450.810185,144.6759259,13824.0,0.0,13824,13824,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,72.33796296,72.33796296,32,71,45.0,22.5166605,507.0,0,0,0,0,0,0,0,0,1,67.5,32.0,71.0,0,0,0,0,0,0,1,32,1,71,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,RT
33,20000,6,445,4,0,517,0,517,0,129.25,258.5,0,0,0.0,0.0,1161797.75280899,8988.76404494382,148.333333333333,34.1516227042484,178,111,445,148.333333333333,34.1516227042484,178,111,0,0.0,0.0,0,0,0,0,0,0,136,0,8988.76404494382,0.0,0,517,103.4,231.209428873478,53457.8,1,1,0,1,3,0,0,0,0,129.25,129.25,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Scanning
34,20000,6,266,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,451127.819548872,11278.1954887218,133.0,167.23754731561982,251,14,266,266.0,0.0,266,266,0,0.0,0.0,0,0,0,0,0,0,40,24,7518.7969924812,3759.3984962406,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
35,20000,6,13589123,19,18,165,817,27,0,8.535658009036196,10.883322419885255,292,0,46.121232504012006,91.08023961455352,72.92421611272476,2.779005735885949,370078.3152387984,1046670.6755491478,4997844,11,13588950,741369.8886304032,1598822.103176813,4997844,195,13589081,804420.2918943745,1469286.157299507,5032287,265,0,0,0,0,628,598,1.4490823529584744,1.329923382927481,0,292,25.521504347717777,64.29854177694341,4140.332631957274,2,2,0,21,36,0,0,0,0,26.20613006141671,8.535658009036196,46.121232504012006,0,0,0,468,9,801,4,41,4,203,29200,227,8,32,2014629.5317418063,0.0,2014629,2014629,1978094.4569679769,0.0,1978094,1978094,DNP3_Stealthy
36,20000,6,6754802,16,12,129,732,27,0,8.0625,11.1562762604733,292,0,61.0,108.808422133917,127.46486727671062,4.145198935827995,250177.88061015503,996191.0106413376,4975882,13,6754632,450308.8371693538,1321541.0570373938,4975882,296,6754763,614069.4242733857,1540413.0802997982,5014359,217,0,0,0,0,520,392,2.368685106187431,1.7765138296405731,0,292,29.6896551724138,73.734128291293,5436.72167487685,2,2,0,14,27,0,0,0,0,30.75,8.0625,61.0,0,0,0,826,12,9460,8,64,6,366,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
37,20000,6,864,4,0,517,0,517,0,129.25,258.5,0,0,0.0,0.0,598379.62962963,4629.62962962963,288.0,129.72619881245686,417,157,864,288.0,129.72619881245686,417,157,0,0.0,0.0,0,0,0,0,0,0,136,0,4629.62962962963,0.0,0,517,103.4,231.209428873478,53457.8,1,1,0,1,3,0,0,0,0,129.25,129.25,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Scanning
38,20000,6,302,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,397611.1164645271,9940.277911613168,151.01141359753225,156.270598642227,261,40,302,302.02282719506445,0.0,302,302,0,0.0,0.0,0,0,0,0,0,0,40,24,6626.851941075448,3313.425970537719,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
39,20000,6,520,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,230614.28363182236,5765.357090795554,260.1819595883636,353.8341139216387,510,9,520,520.3639191767272,0.0,520,520,0,0.0,0.0,0,0,0,0,0,0,40,24,3843.571393863705,1921.7856969318475,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
40,20000,6,51877548,34,21,291,885,27,0,8.55882352941176,10.0489443934405,292,0,42.1428571428571,83.7223301839394,22.66876638783942,1.060188904193174,960695.3342406254,1961839.454699644,5016000,13,51877374,1572041.659335431,2320239.186964197,5016000,272,51877508,2593875.4097228064,2509839.717653575,5016462,221,0,0,0,0,1096,680,0.6553895044103244,0.4047993997828472,0,292,21.0,53.7015320587276,2883.85454545454,2,2,0,32,54,0,0,0,0,21.3818181818182,8.55882352941176,42.1428571428571,0,0,0,826,12,10030,3,26,1,80,29200,227,15,32,566832.47626335,1699002.729235806,5097506,458,5015307.920733586,336.47609112323653,5016000,5014805,Benign
41,3389,6,1747152,8,7,1128,1581,661,0,141.0,222.6233206,1173,0,225.8571429,430.0986044,1550.523366,8.585400698,124796.5714,241367.9221,937513,3,1747152,249593.1429,382725.8249,1110393,3,1638527,273087.8333,326892.7616,937513,111829,0,0,0,0,172,152,4.578880372,4.006520326,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141.0,225.8571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0,RT
42,80,6,8683,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,230.3351376,8683.0,0.0,8683,8683,8683,8683.0,0.0,8683,8683,0,0.0,0.0,0,0,0,0,0,0,40,0,230.3351376,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
43,20000,6,27855247,23,23,206,892,27,0,8.62304158142779,10.392188847853896,292,0,38.06813997538605,79.9865726118268,39.48091438647703,1.7009309655069096,600608.2854021345,1407419.3953110182,5028956,8,27855071,1215965.7029066738,2033717.6338823696,5028956,9,27855211,1239968.1317807268,1843832.358768575,5045227,185,0,0,0,0,773,770,0.8583929305466341,0.8425380349602755,0,292,22.72975767019266,57.568625426635776,3314.874115513373,2,2,0,27,46,0,0,0,0,23.210244445009227,8.62304158142779,38.06813997538605,0,0,0,480,10,442,3,27,3,119,29200,227,10,32,6798909.112989942,2217262.7873281823,8366750,5231067,5025616.630787707,4723.644228502283,5028956,5022276,DNP3_Stealthy
44,80,6,15454,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,129.4163323,15454.0,0.0,15454,15454,15454,15454.0,0.0,15454,15454,0,0.0,0.0,0,0,0,0,0,0,40,0,129.4163323,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
45,53,17,864,1,1,51,79,51,51,51.0,0.0,79,79,79.0,0.0,150462.963,2314.814815,864.0,0.0,864,864,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1157.407407,1157.407407,51,79,60.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,90.5,51.0,79.0,0,0,0,0,0,0,1,51,1,79,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,RT
46,53,17,23548,2,2,80,156,40,40,40.21245613822063,0.0,78,78,78.18650585026099,0.0,10055.618147735198,169.86095495652336,7849.575087723559,11787.73444305007,21434,353,23195,23195.657792421986,0.0,23195,23195,21787,21787.648757198996,0.0,21787,21787,0,0,0,0,16,16,84.93047747629282,84.93047747629282,40,78,55.40207602303678,20.79924362790828,477.5694080025804,0,0,0,0,0,0,0,0,1,69.25259502879597,40.21245613822063,78.18650585026099,0,0,0,0,0,0,2,80,2,156,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,RT
